,title,year,budget,director,actor,companies,genres,plot_keywords,genresOneHot,language,country,score
786,The Equalizer,2014.0,0.217024693836579,0.667,0.654,0.642,0.629,corruption|assassin|hostage|fbi|hitman|russian|security camera|sadism|vigilante|sociopath|revenge|suspense|organized crime|gore|gangster|violence|teenage prostitute|commando|interrogation|surveillance|ex soldier|faked death|loner|call girl|black ops|hand to hand combat|mysterious past,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
787,Maid in Manhattan,2002.0,0.3906810035842294,0.6,0.597,0.57,0.643,hotel|politician|mistaken identity|maid|class differences|single mother|public relations|maid uniform|hotel clerk|wealth differences,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
788,Crimson Tide,1995.0,0.2968299711815562,0.652,0.676,0.631,0.636,submarine|mutiny|russia|missile|nuclear missile|embassy|u.s. navy|battle for power|torpedo|military|moral dilemma|post cold war|aircraft carrier|chain of command|launch code|sonar,"[ 1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
789,The Pursuit of Happyness,2006.0,0.20163386557742294,0.687,0.644,0.633,0.669,san francisco|single parent|homeless person|bus|worker|homelessness|work|church service|bad luck|biography|salesman|stockbroker,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.7
790,Flightplan,2005.0,0.2623149720941519,0.615,0.629,0.639,0.644,berlin|loss of father|airplane|baby-snatching,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",العربية,United States of America,6.1
791,Disclosure,1994.0,0.47813834552460144,0.628,0.619,0.652,0.645,employee|workplace|sexual harassment|intrigue,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
792,City of Angels,1998.0,0.3925968272116621,0.59,0.639,0.646,0.644,suicide|angel|life and death|desperation|operation|heaven|faith|afterlife|los angeles|interspecies romance,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
793,Kill Bill: Vol. 1,2003.0,0.14786967418546365,0.777,0.687,0.728,0.633,japan|coma|martial arts|kung fu|underworld|yakuza|sword|bride|revenge|gore|female yakuza|blood|wedding|samurai sword|part animation,"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.7
794,Bowfinger,1999.0,0.3232905731434624,0.626,0.601,0.633,0.616,film producer|film director|movie studio|hollywood|filmmaking|movie actress,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.0
795,Kill Bill: Vol. 2,2004.0,0.1497236601895616,0.777,0.662,0.728,0.629,brother brother relationship|swordplay|katana|mother role|rage and hate|daughter|right and justice|single|aftercreditsstinger|duringcreditsstinger,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.6
796,Tango & Cash,1989.0,0.7819767441860465,0.61,0.644,0.646,0.62,prisoner|war on drugs|los angeles,"[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
797,Death Becomes Her,1992.0,0.686638255201805,0.692,0.64,0.633,0.617,jealousy|beauty|immortality|rivalry|potion|drinking,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.3
798,Shanghai Noon,2000.0,0.4246031746031746,0.557,0.61,0.619,0.634,princess|sioux|travel|rescue|native american|chinese|cowboy|duringcreditsstinger|19th century,"[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Hong Kong,6.2
799,Executive Decision,1996.0,0.5490981963927856,0.595,0.587,0.645,0.634,bomb|ransom|hostage|airplane|hijacking|terror cell|special unit|deception|rescue|covert operation|disaster|shootout|terrorism|explosion|violence|surveillance|night vision goggles|flight attendant|intelligence agent|flashback|hand to hand combat|nerve gas,"[ 1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.8
800,Mr. Popper's Penguins,2011.0,0.14457926460137394,0.628,0.623,0.597,0.621,taxi|restaurant|zoo|penguin|ex husband|little boy|zookeeper|doorman|ride|bird hatching|aftercreditsstinger|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
801,The Forbidden Kingdom,2008.0,0.24367130844863638,0.588,0.604,0.617,0.621,tempel|shaolin|teenager|urination|staff|warrior|monkey king,"[ 1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,China,6.3
802,Free Birds,2013.0,0.2125984251968504,0.505,0.626,0.631,0.632,holiday|thanksgiving|freedom|duringcreditsstinger|3d,"[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
803,Alien³,1992.0,0.623965906242166,0.734,0.619,0.632,0.609,prison|android|spacecraft|space marine|imprisonment|space colony|space travel|rottweiler|dystopia|sequel|alien|redemption|outer space|planet|shaved head|crash landing|impregnation|penal colony|furnace|suspended animation|xenomorph,"[ 1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.2
804,Evita,1996.0,0.5490981963927856,0.66,0.618,0.605,0.672,prostitute|deification|dancehall hostess|perónism|argentine president|rise to power|singing narrator|soccer ball,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.
  0.]",English,United States of America,5.9
805,Ronin,1998.0,0.3925968272116621,0.557,0.606,0.659,0.629,paris|france|arms deal|audi|impostor|case|violence|ice skating|computer expert|ex kgb|preparation|hit with a car door|cellular phone trace|merry go round,"[ 1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,6.7
806,The Ghost and the Darkness,1996.0,0.49899799599198397,0.588,0.642,0.665,0.627,africa|lion|bridge|based on true story|kenya|animal attack|lion attack|colonialism|swahili,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,6.4
807,Paddington,2014.0,0.217024693836579,0.7,0.677,0.659,0.621,england|train station|based on novel|bear|anthropomorphism|talking to animals|children's book,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.0
808,The Watch,2012.0,0.25940212150433944,0.53,0.606,0.617,0.616,usa|sterility|castration|marriage|friendship|alien|suburb|alien invasion|death|teenage daughter|neighborhood watch|creepy neighbor,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.3
809,The Hunted,2003.0,0.2731829573934837,0.685,0.653,0.6,0.639,hunter|fbi|knife|balkan war|woods|psychopathic killer|slaughter|survivalist|maniac|special forces|killing spree|combat|ex soldier|dark past|manhunt|gory violence,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.0
810,Instinct,1999.0,0.4704013181122749,0.626,0.632,0.634,0.644,prison|gorilla|research|instinct|murder|psychologist,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
811,Stuck on You,2003.0,0.2731829573934837,0.583,0.632,0.594,0.616,sex|dancer|martial arts|cook|stripper|love|bully|hollywood|twins|flashback|freak|actor|anxiety|conjoined|siamese,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.1
812,The Pirates! In an Adventure with Scientists!,2012.0,0.22854387656702024,0.64,0.652,0.627,0.631,rivalry|stop motion|pirate|aftercreditsstinger|duringcreditsstinger,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.4
813,Changeling,2008.0,0.24367130844863638,0.686,0.665,0.643,0.652,corruption|mother|nudity|minister|power|public|government|police|reunion|murder|conspiracy|los angeles|missing|mother love|criticism,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,7.3
814,Chain Reaction,1996.0,0.49899799599198397,0.617,0.639,0.602,0.632,fbi|hydrogen bomb|secret lab|energy supply|conspiracy|aftercreditsstinger,"[ 1.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.3
815,The Fan,1996.0,0.5490981963927856,0.652,0.619,0.615,0.644,sport|luck|san francisco giants|child custody|baseball pitcher|baseball fan|psychotic fan|sports agent|driving range|steam room,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
816,The Phantom of the Opera,2004.0,0.3497886813214295,0.613,0.645,0.681,0.645,dancing|obsession|auction|wheelchair|rose|product placement|musical|remake|tragic villain|black and white|rooftop|heroine|disfigured face|based on stage musical|theater|disfigurement mask|breaking mirror|opera singer|1910s,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",Italiano,United Kingdom,7.0
817,Elizabeth: The Golden Age,2007.0,0.18329249795823124,0.673,0.666,0.651,0.667,england|assassination|spain|virgin|colony|governance|queen elizabeth i|religious war|tudors|execution|middle ages|catholicism|sea battle|palace intrigue,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  0.]",svenska,United Kingdom,6.6
818,Æon Flux,2005.0,0.29628730890560545,0.535,0.62,0.587,0.619,martial arts|dystopia|surrealism|based on cartoon|shootout|espionage|infertility|cyberpunk|extreme violence|sabotage|one against many|woman director|hand to hand combat|action heroine|human cloning|25th century,"[ 1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.4
819,Imagine That,2009.0,0.21921921921921922,0.6,0.586,0.601,0.616,,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
820,Muppets Most Wanted,2014.0,0.19694840393495283,0.64,0.611,0.64,0.629,musical|the muppets,"[ 0.  1.  0.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,United States of America,6.2
821,Burlesque,2010.0,0.21001926782273603,0.69,0.69,0.696,0.657,musical|los angeles|burlesque|burlesque dancer,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
822,A Very Long Engagement,2004.0,0.23475129417060545,0.686,0.687,0.69,0.669,paris|prostitute|loss of lover|amnesia|bodily disabled person|world war i|wheelchair|brittany|lighthouse|verdun|lighthouse keeper   |teenage crush|disappearance|soldier|illegal prostitution|private detective|missing person|polio|trenches,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",,France,7.1
823,Lolita,1962.0,0.07473309608540925,0.768,0.722,0.73,0.657,sexual obsession|hotel|depression|loss of mother|small town|flirt|midlife crisis|eroticism|youngster|lolita|motel|diary|seduction|forbidden love|professor for literature|provocation|fascination|one-sided love|widow|adoptive father|loss of husband|summer camp|secret love,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.3
824,D-Tox,2002.0,0.3906810035842294,0.545,0.595,0.633,0.619,alcoholism|serial killer|hospital|police officer|detox,"[ 1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.3
825,Blade II,2002.0,0.3835125448028674,0.67,0.628,0.616,0.611,katana|mutation|vampire|silver|superhero|tragic villain|broken neck|lasersight|violence|exploding body|blade|subjective camera|torso cut in half|reaper|broken wrist|razor blade|shot through a door|sword duel|burnt face,"[ 1.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",Český,Germany,6.2
826,Seven Pounds,2008.0,0.24367130844863638,0.687,0.675,0.631,0.669,vegetarian|tax collector|pianist|blind|organ transplant|blood type,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.5
827,Bullet to the Head,2013.0,0.2125984251968504,0.54,0.567,0.568,0.629,,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Switzerland,5.2
828,The Godfather: Part III,1990.0,0.7288135593220338,0.732,0.661,0.636,0.646,italy|christianity|new york|assassination|italo-american|vatican|pope|confession|helicopter|daughter|lawyer,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Italy,7.1
829,Elizabethtown,2005.0,0.2720213540402815,0.64,0.644,0.634,0.643,suicide|hotel room|suicide attempt|new love|funeral|airplane|lovers|falling in love,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
830,"You, Me and Dupree",2006.0,0.19792053471964352,0.67,0.607,0.579,0.63,roommate|love of one's life|newlywed,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.4
831,Superman II,1980.0,1.0,0.637,0.637,0.646,0.621,saving the world|dc comics|sequel|superhero|based on comic book|loss of virginity|criminal|super powers|phantom zone|rocket fired grenade|crystal machine|superhuman strength|duringcreditsstinger,"[ 1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.5
832,Gigli,2003.0,0.2681704260651629,0.61,0.562,0.575,0.669,new york|mentally disabled|kidnapping|blackmail|mission of murder|lovers|lesbian|mobster,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,3.5
833,Shaft,2000.0,0.3531746031746032,0.628,0.64,0.649,0.628,corruption|black people|italo-american|brother sister relationship|drug dealer|revenge|murder|violence|drug|police officer|xenophobia,"[ 1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,5.5
834,Anastasia,1997.0,0.26433790411370234,0.685,0.67,0.707,0.641,tzar|musical|russian revolution|train explosion|foreign language adaptation|exploding train,"[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.4
835,Moulin Rouge!,2001.0,0.36823104693140796,0.693,0.626,0.661,0.658,duke|musical|writer's block|music|terminal illness|writer|no opening credits|moulin rouge|bohemian|toulouse lautrec|red curtain|cancan dance|la traviata|orpheus and eurydice|dance hall,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0.]",Français,Australia,7.4
836,Domestic Disturbance,2001.0,0.5306859205776173,0.603,0.601,0.636,0.637,menace|adoption|dangerous|adoptive father|threat to death|step father|murder|divorce|ex-wife|child|murder hunt,"[ 0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,5.4
837,Black Mass,2015.0,0.18899607002500893,0.653,0.646,0.649,0.659,boston|based on true story|organized crime,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.3
838,Flags of Our Fathers,2006.0,0.3316004455997029,0.686,0.623,0.664,0.683,world war ii|dying and death|pacific|iwo jima|aftercreditsstinger|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.]",English,United States of America,6.7
839,Law Abiding Citizen,2009.0,0.21121121121121122,0.664,0.664,0.687,0.646,tattoo|secret passage|baseball bat|deal|explosion|justice|district attorney|courtroom|vigilantism,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.2
840,Grindhouse,2007.0,0.22329449805823626,0.593,0.654,0.632,0.609,exploitation|slasher|zombie|killer,"[ 1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",Español,United States of America,6.8
841,Catch Me If You Can,2002.0,0.36917562724014336,0.697,0.697,0.677,0.659,con man|biography|fbi agent|overhead camera shot|attempted jailbreak|engagement party|mislaid trust|bank fraud|inspired by a true story,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.7
842,Zero Dark Thirty,2012.0,0.15139826422372227,0.667,0.674,0.646,0.66,assassination|cia|hotel|terrorist|prisoner|car dealer|mossad|van|iraq|pakistan|osama bin laden|man hunt|navy seal|f word|female protagonist|gunfight|raid|violence|text message|monkey|dog|special forces|tied up|military|area 51|terrorist group|torturing|woman director|al qaeda|prison camp|water torture|suicide bombing|21st century|ex special forces|post 9/11|helicopter crash|islamabad,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,United States of America,6.7
843,The Break-Up,2006.0,0.19049387300408466,0.62,0.605,0.589,0.63,bowling|chicago|american football|flat|baseball|new love|tour guide|break-up|art gallery|argument|pool table|watching tv|ex-boyfriend ex-girlfriend relationship|dinner party|condominium,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
844,Mamma Mia!,2008.0,0.23032433153890644,0.63,0.628,0.628,0.63,single parent|greece|musical|daughter|single|mother daughter relationship|duringcreditsstinger|woman director,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,6.4
845,Valentine's Day,2010.0,0.19845857418111754,0.601,0.591,0.591,0.63,flower|married couple|florist|kiss|single|valentine|valentine's day|multiple storylines|aftercreditsstinger|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
846,The Dukes of Hazzard,2005.0,0.23804901722882796,0.565,0.563,0.624,0.62,sheriff|farm|bikini|redneck|moonshine,"[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.1
847,The Thin Red Line,1998.0,0.3711590681720737,0.67,0.662,0.658,0.683,based on novel|japanese|world war ii|battle assignment|invasion|marine corps|u.s. army|commander|pacific|rifle|survival|jungle|infantry|steel helmet|sergeant|pacific island|soldier|battle|fighting|guadalcanal|awol|philosophic conflict,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.]",English,Canada,7.2
848,The Change-Up,2011.0,0.13668307319769432,0.637,0.607,0.613,0.616,jealousy|chance|wish|change|man change|co-worker|body-swap,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
849,Man on the Moon,1999.0,0.48217017770977993,0.763,0.67,0.62,0.643,show business|comedian|wrestling,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
850,Casino,1995.0,0.2910662824207493,0.737,0.65,0.728,0.659,poker|drug abuse|1970s|overdose|illegal prostitution,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,7.8
851,From Paris with Love,2010.0,0.19845857418111754,0.633,0.627,0.632,0.629,paris|cia|undercover|explosive|pimp|ambassador|anti hero|revelation|french|politician|firearm|deception|car crash|gang,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,United Kingdom,6.1
